sample	pre.ccf	on.ccf	pre.ccf.pyc	on.ccf.pyc	pre.ccf.abs	on.ccf.abs	pre.ccf.pyc.ci	on.ccf.pyc.ci	pre.is.neo	on.is.neo	gene	clonal	clonal2
Pt70_7_31876832_G_A	Pt70	1.1030917913494	1.01178745747813	0.95320004064	0.998852205298	1	1	1.1030917913494	1.01178745747813	1	1	PDE1C	clonal both	no selection
Pt70_7_34009964_G_A	Pt70	1.09296700112269	1.01874421357699	0.958569802156	0.998737405071	1	1	1.09296700112269	1.01874421357699	0	0	BMPER	clonal both	no selection
Pt70_7_36571784_G_A	Pt70	1.09250820401052	1.01053248943071	0.974111313861	0.998877263692	1	0.85	1.09250820401052	1.01053248943071	1	1	AOAH	clonal both	no selection
Pt70_7_48413974_G_A	Pt70	1.11053378415564	1.01446443550773	0.971148292302	0.998824497133	1	1	1.11053378415564	1.01446443550773	1	1	ABCA13	clonal both	no selection
Pt70_7_50450325_A_T	Pt70	1.13689477038977	1.01745259087921	0.955637277271	0.998760968553	0.91	0.9	1.13689477038977	1.01745259087921	0	0	IKZF1	clonal both	no selection
Pt70_7_50459462_G_T	Pt70	0.283778247187764	0	0.210529521832	0	0.21	0	0.283778247187764	0	0	0	0	lost subclonal pre2on	negative selection
Pt70_7_55220291_C_T	Pt70	1.08268572172665	1.01541433279985	0.967109509194	0.998822392585	1	1	1.08268572172665	1.01541433279985	0	0	EGFR	clonal both	no selection
Pt70_7_71135091_G_A	Pt70	1.08094457636952	1.0082978026937	0.969859796911	0.99893398337	1	1	1.08094457636952	1.0082978026937	0	0	WBSCR17	clonal both	no selection
Pt70_7_75211475_G_A	Pt70	1.1152642155839	1.01921644473194	0.960735663548	0.99876574883	1	1	1.1152642155839	1.01921644473194	0	0	HIP1	clonal both	no selection
Pt70_7_77379290_T_G	Pt70	1.24358631592148	1.03625752343801	0.642465820116	0.998197846901	0.45	0.49	1.24358631592148	1.03625752343801	1	1	RSBN1L	clonal both	no selection
Pt70_7_86544141_C_T	Pt70	1.16623814956612	1.01603618847775	0.964027178974	0.998831350138	0.77	1	1.16623814956612	1.01603618847775	0	0	KIAA1324L	clonal both	no selection
Pt70_7_86548606_G_A	Pt70	1.03643733770126	1.0137850246259	0.983297671694	0.99881049658	1	1	1.03643733770126	1.0137850246259	1	1	KIAA1324L	clonal both	no selection
Pt70_7_87150127_T_C	Pt70	1.14506016046627	1.00954555006329	0.972602742012	0.998918520955	0.83	0.94	1.14506016046627	1.00954555006329	0	0	ABCB1	clonal both	no selection
Pt70_7_97488576_G_A	Pt70	1.2185658091432	1.01794238295475	0.941758673912	0.998742263536	0.66	0.85	1.2185658091432	1.01794238295475	1	1	ASNS	clonal both	no selection
Pt70_7_99315239_C_T	Pt70	1.06020388706476	1.0037929993734	0.97468179356	0.998998609006	1	1	1.06020388706476	1.0037929993734	0	0	CYP3A7-CYP3A51P	clonal both	no selection
Pt70_7_103179574_G_A	Pt70	1.0167864487774	1.00306689370749	0.986411501765	0.999005261704	1	1	1.0167864487774	1.00306689370749	0	0	RELN	clonal both	no selection
Pt70_7_117180165_A_C	Pt70	0.62953934517972	1.02966491300412	0.306304585318	0.99849734238	0.32	0.53	0.62953934517972	1.02966491300412	1	1	CFTR	increased pre2on	positive selection
Pt70_7_120911330_C_T	Pt70	1.175996505979	1.0184287561751	0.963029825024	0.998763844567	0.83	0.8	1.175996505979	1.0184287561751	0	0	CPED1	clonal both	no selection
Pt70_7_122342042_C_T	Pt70	1.11458874336703	1.0101138479324	0.959697816914	0.998889074907	1	1	1.11458874336703	1.0101138479324	0	0	RNF148	clonal both	no selection
Pt70_7_137792333_G_A	Pt70	1.02624506946791	1.0031812027994	0.98480486411	0.998997526038	1	1	1.02624506946791	1.0031812027994	0	0	AKR1D1	clonal both	no selection
Pt70_7_140453136_A_T	Pt70	1.0539450567464	1.01070588558727	0.977585690862	0.998902422825	1	1	1.0539450567464	1.01070588558727	0	0	BRAF	clonal both	no selection
Pt70_7_141721378_C_T	Pt70	1.01864506273935	1.00681833547053	0.986495291027	0.998976677744	1	1	1.01864506273935	1.00681833547053	0	0	MGAM	clonal both	no selection
Pt70_7_141859935_G_A	Pt70	1.11678496674037	1.02294696800616	0.959146132593	0.998729069599	1	1	1.11678496674037	1.02294696800616	1	1	MGAM2	clonal both	no selection
Pt70_7_142641469_C_T	Pt70	1.14963201345413	1.01110758083659	0.968704625219	0.99889294227	0.75	0.75	1.14963201345413	1.01110758083659	0	0	KEL	clonal both	no selection
Pt70_7_149463332_G_A	Pt70	1.16840521450052	0	0.948211775088	0	NA	0	1.16840521450052	0	0	0	0	lost clonal pre2on	negative selection
Pt70_7_155301659_C_T	Pt70	1.10621090268531	1.00704772508544	0.923151557426	0.998941951251	1	1	1.10621090268531	1.00704772508544	1	1	CNPY1	clonal both	no selection
Pt70_8_2855532_C_T	Pt70	1.11312042970068	1.00210661384132	0.908372185334	0.999015130936	1	1	1.11312042970068	1.00210661384132	0	0	CSMD1	clonal both	no selection
Pt70_8_17417899_C_T	Pt70	1.09723469338148	1.01698160606477	0.930332281095	0.998695115599	1	1	1.09723469338148	1.01698160606477	0	0	SLC7A2	clonal both	no selection
Pt70_8_24251619_T_C	Pt70	1.10110982066227	1.01629815156755	0.946923063617	0.998768337772	1	1	1.10110982066227	1.01629815156755	1	1	ADAMDEC1	clonal both	no selection
Pt70_8_25745438_C_T	Pt70	1.0472883427696	1.01003823664304	0.981239244275	0.998880690662	1	1	1.0472883427696	1.01003823664304	1	1	EBF2	clonal both	no selection
Pt70_8_39785653_C_T	Pt70	1.05538031900452	1.01123057573285	0.977912864147	0.998835116989	1	1	1.05538031900452	1.01123057573285	0	0	IDO1	clonal both	no selection
Pt70_8_53028897_C_T	Pt70	1.36288297982784	1.01498197009783	0.853481386602	0.998858540487	1	0.99	1.36288297982784	1.01498197009783	1	1	ST18	clonal both	no selection
Pt70_8_56436710_C_T	Pt70	1.37243411249908	1.0207468443384	0.83357557957	0.998704740414	1	1	1.37243411249908	1.0207468443384	1	1	XKR4	clonal both	no selection
Pt70_8_56922541_G_A	Pt70	1.36442940207272	1.0239619781667	0.840794588819	0.998662829763	1	1	1.36442940207272	1.0239619781667	0	0	LYN	clonal both	no selection
Pt70_8_57228679_C_T	Pt70	1.06249243656972	1.00338276194416	0.977672813521	0.998981605218	1	1	1.06249243656972	1.00338276194416	0	0	SDR16C5	clonal both	no selection
Pt70_8_62212408_C_T	Pt70	1.37709319250536	1.027883559455	0.843322951841	0.998547266717	1	1	1.37709319250536	1.027883559455	1	1	CLVS1	clonal both	no selection
Pt70_8_64098951_C_T	Pt70	1.02423408679152	1.00374530639484	0.98608054243	0.998991011949	1	1	1.02423408679152	1.00374530639484	0	0	YTHDF3	clonal both	no selection
Pt70_8_66594616_C_T	Pt70	1.34111874432892	1.01902006567974	0.876842629477	0.998727926839	1	1	1.34111874432892	1.01902006567974	1	1	MTFR1	clonal both	no selection
Pt70_8_69400281_G_A	Pt70	1.37284447712624	1.02314496883794	0.841694808592	0.99864073255	1	1	1.37284447712624	1.02314496883794	1	1	C8orf34	clonal both	no selection
Pt70_8_70585316_T_C	Pt70	1.30449048495228	1.02754066388534	0.925041390732	0.998638270427	1	1	1.30449048495228	1.02754066388534	1	1	SLCO5A1	clonal both	no selection
Pt70_8_77767001_A_G	Pt70	1.08800708675345	1.00739876186543	0.967353591035	0.998937290739	1	1	1.08800708675345	1.00739876186543	1	1	ZFHX4	clonal both	no selection
Pt70_8_98787930_G_C	Pt70	1.3488658951122	1.03397279327845	0.756637176159	0.998529140778	0.46	0.49	1.3488658951122	1.03397279327845	0	0	LAPTM4B	clonal both	no selection
Pt70_8_99153092_T_C	Pt70	1.06462412301068	1.00520332071838	0.9767968099	0.99894795325	1	1	1.06462412301068	1.00520332071838	0	0	POP1	clonal both	no selection
Pt70_8_100789129_C_T	Pt70	1.05515669767865	1.00850439979361	0.979447955267	0.998869982423	1	1	1.05515669767865	1.00850439979361	0	0	VPS13B	clonal both	no selection
Pt70_8_105436481_C_T	Pt70	1.3879697867468	1.02991673513274	0.786617544918	0.998620795907	1	1	1.3879697867468	1.02991673513274	1	1	DPYS	clonal both	no selection
Pt70_8_114031303_G_A	Pt70	1.39630616121084	1.01732555604037	0.844500070885	0.998830567669	1	1	1.39630616121084	1.01732555604037	0	0	CSMD3	clonal both	no selection
Pt70_8_120233891_G_A	Pt70	1.31521372299804	1.02048625608537	0.917297046794	0.998688801643	1	0.97	1.31521372299804	1.02048625608537	1	1	MAL2	clonal both	no selection
Pt70_8_120810084_A_G	Pt70	1.07117183252206	1.00769183501017	0.973946538391	0.998943752043	1	1	1.07117183252206	1.00769183501017	0	0	TAF2	clonal both	no selection
Pt70_8_128428389_C_T	Pt70	1.3488743767426	1.02400614946232	0.868589736524	0.998621679133	1	1	1.3488743767426	1.02400614946232	0	0	POU5F1B	clonal both	no selection
Pt70_8_139164169_C_T	Pt70	1.35805961741424	1.03114370525478	0.856219256446	0.998442787316	1	1	1.35805961741424	1.03114370525478	1	1	FAM135B	clonal both	no selection
Pt70_8_140743460_G_T	Pt70	1.39630791961184	1.02524165205321	0.811482801986	0.998674973693	1	1	1.39630791961184	1.02524165205321	0	0	TRAPPC9	clonal both	no selection
Pt70_8_144788882_G_A	Pt70	1.35625878557288	1.02648672407179	0.862972220719	0.998627559216	1	1	1.35625878557288	1.02648672407179	0	0	CCDC166	clonal both	no selection
Pt70_8_144789227_G_A	Pt70	1.04233371436421	1.00210159631755	0.982672550174	0.999016533582	1	1	1.04233371436421	1.00210159631755	0	0	CCDC166	clonal both	no selection
Pt70_8_144940708_G_A	Pt70	1.40370954491496	1.0236579088108	0.834968591496	0.998676135852	1	1	1.40370954491496	1.0236579088108	0	0	EPPK1	clonal both	no selection
Pt70_8_144943776_G_A	Pt70	1.08186624165322	1.00444776208544	0.969593316197	0.998971828316	1	1	1.08186624165322	1.00444776208544	0	0	EPPK1	clonal both	no selection
Pt70_8_144943777_G_A	Pt70	1.08279192361668	1.00290886074347	0.969608931385	0.998994944586	1	1	1.08279192361668	1.00290886074347	0	0	EPPK1	clonal both	no selection
Pt70_8_144945847_C_T	Pt70	1.10675406193758	1.00420173493244	0.959421160905	0.998979093828	1	1	1.10675406193758	1.00420173493244	0	0	EPPK1	clonal both	no selection
Pt70_9_12704606_G_A	Pt70	1.11177443881274	1.00454779493599	0.91614391987	0.998976951441	0.77	0.86	1.11177443881274	1.00454779493599	0	0	TYRP1	clonal both	no selection
Pt70_9_19424831_G_A	Pt70	1.12079441032246	1.01481911280682	0.9297070222	0.99888338955	0.78	0.72	1.12079441032246	1.01481911280682	0	0	ACER2	clonal both	no selection
Pt70_9_34220943_C_T	Pt70	1.05091541197754	1.00864648986862	0.980902051692	0.998903090395	1	0.53	1.05091541197754	1.00864648986862	0	0	UBAP1	clonal both	no selection
Pt70_9_34500823_C_T	Pt70	1.11145109886822	1.00711938363254	0.923338246718	0.998943810196	0.79	0.83	1.11145109886822	1.00711938363254	0	0	DNAI1	clonal both	no selection
Pt70_9_35719154_C_T	Pt70	1.08348830732915	1.02527793759075	0.968694819116	0.998523747821	0.9	0.57	1.08348830732915	1.02527793759075	1	1	TLN1	clonal both	no selection
Pt70_9_37740829_T_G	Pt70	1.06933831865376	1.0085510100895	0.974758717543	0.998871483327	0.93	0.84	1.06933831865376	1.0085510100895	1	1	FRMPD1	clonal both	no selection
Pt70_9_69247582_G_C	Pt70	0.359062303997892	1.02269561413246	0.22955694317	0.998632462434	0.27	0.52	0.359062303997892	1.02269561413246	0	0	CBWD6	increased pre2on	positive selection
Pt70_9_77377167_T_C	Pt70	1.00800689627966	1.0071681838399	0.988095641981	0.998919149905	1	1	1.00800689627966	1.0071681838399	1	1	TRPM6	clonal both	no selection
Pt70_9_79469098_G_A	Pt70	1.06151537524759	1.00553884701481	0.976977284652	0.998937604818	0.93	0.99	1.06151537524759	1.00553884701481	0	0	PRUNE2	clonal both	no selection
Pt70_9_84606203_C_T	Pt70	0.897748318573028	1.01068243251405	0.778278884951	0.99883854571	0.67	0.6	0.897748318573028	1.01068243251405	1	1	SPATA31D1	increased pre2on	positive selection
Pt70_9_105767454_G_A	Pt70	1.05032066814468	1.01736628595698	0.981098869938	0.998754162864	0.97	0.72	1.05032066814468	1.01736628595698	1	1	CYLC2	clonal both	no selection
Pt70_9_126129874_G_A	Pt70	1.02516951788196	1.00269079696648	0.986043072113	0.99900108332	1	0.94	1.02516951788196	1.00269079696648	0	0	CRB2	clonal both	no selection
Pt70_9_130536450_G_C	Pt70	1.01158108877652	1.00786596575636	0.987632864386	0.998907323356	1	0.73	1.01158108877652	1.00786596575636	0	0	SH2D3C	clonal both	no selection
Pt70_9_133067035_C_T	Pt70	1.06364927583654	1.00932422545642	0.976945177057	0.998876435542	0.95	1	1.06364927583654	1.00932422545642	0	0	HMCN2	clonal both	no selection
Pt70_9_136529026_C_T	Pt70	1.03271025830234	1.00575583886095	0.98490404822	0.998941333613	1	1	1.03271025830234	1.00575583886095	0	0	SARDH	clonal both	no selection
Pt70_9_137733997_C_T	Pt70	1.03069444056974	1.00628786538387	0.985045039791	0.998947566081	1	0.85	1.03069444056974	1.00628786538387	0	0	COL5A1	clonal both	no selection
Pt70_9_137808245_G_A	Pt70	1.1112328488446	1.00531361845681	0.941569380007	0.998965360005	0.82	0.9	1.1112328488446	1.00531361845681	0	0	FCN1	clonal both	no selection
Pt70_9_139391767_G_A	Pt70	1.03708011038121	1.00954475836799	0.984073899027	0.998896430319	1	1	1.03708011038121	1.00954475836799	0	0	NOTCH1	clonal both	no selection
Pt70_9_139396926_G_A	Pt70	1.10865493072624	1.00415877345899	0.958497421443	0.998982564071	0.83	1	1.10865493072624	1.00415877345899	1	1	NOTCH1	clonal both	no selection
Pt70_9_139904444_G_A	Pt70	1.12215111658544	1.02493651709827	0.647365308593	0.998581765309	0.5	0.57	1.12215111658544	1.02493651709827	0	0	ABCA2	clonal both	no selection
Pt70_X_9733834_G_A	Pt70	NA	NA	NA	NA	NA	1	NA	NA	0	0	GPR143	NA	NA
Pt70_X_12904184_G_A	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	TLR7	NA	NA
Pt70_X_36328990_C_T	Pt70	NA	NA	NA	NA	1	NA	NA	NA	0	0	CFAP47	NA	NA
Pt70_X_49062109_C_T	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	CACNA1F	NA	NA
Pt70_X_50121172_C_A	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	DGKK	NA	NA
Pt70_X_54786367_G_A	Pt70	NA	NA	NA	NA	NA	NA	NA	NA	0	0	ITIH6	NA	NA
Pt70_X_69249394_C_A	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	EDA	NA	NA
Pt70_X_70756085_A_G	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	OGT	NA	NA
Pt70_X_72674247_G_A	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	CDX4	NA	NA
Pt70_X_74649016_C_T	Pt70	NA	NA	NA	NA	1	NA	NA	NA	0	0	ZDHHC15	NA	NA
Pt70_X_78010897_C_T	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	LPAR4	NA	NA
Pt70_X_100078339_G_A	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	CSTF2	NA	NA
Pt70_X_114422898_C_T	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	LRCH2	NA	NA
Pt70_X_125955223_G_A	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	PRR32	NA	NA
Pt70_X_129045838_C_T	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	UTP14A	NA	NA
Pt70_X_129761982_C_T	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	ENOX2	NA	NA
Pt70_X_130409204_C_T	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	IGSF1	NA	NA
Pt70_X_130415283_C_T	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	IGSF1	NA	NA
Pt70_X_134292218_C_T	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	CT55	NA	NA
Pt70_X_135429121_C_T	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	ADGRG4	NA	NA
Pt70_X_135736553_G_A	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	CD40LG	NA	NA
Pt70_X_140994742_C_T	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	MAGEC1	NA	NA
Pt70_X_151123945_G_A	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	GABRE	NA	NA
Pt70_X_152864482_C_T	Pt70	NA	0	NA	0	NA	0	NA	0	0	0	0	NA	NA
Pt70_X_154185319_G_A	Pt70	NA	NA	NA	NA	1	1	NA	NA	0	0	F8	NA	NA
Pt70_1_39879419_T_C	Pt70	0	1.00561857850844	0	0.998970276621	0	0.81	0	1.00561857850844	0	0	KIAA0754	novel clonal in on	positive selection
Pt70_11_49204790_A_G	Pt70	0	1.01508643618243	0	0.998758116014	0	0.65	0	1.01508643618243	0	0	FOLH1	novel clonal in on	positive selection
Pt70_12_14975932_T_G	Pt70	0	1.00227451642508	0	0.999009643687	0	1	0	1.00227451642508	0	1	C12orf60	novel clonal in on	positive selection
Pt70_13_98829405_C_T	Pt70	0	1.01753799477782	0	0.9987218587	0	1	0	1.01753799477782	0	0	RNF113B	novel clonal in on	positive selection
Pt70_15_100211794_C_T	Pt70	0	1.08254216019416	0	0.995679945815	0	0.33	0	1.08254216019416	0	1	MEF2A	novel clonal in on	positive selection
Pt70_16_28834831_C_A	Pt70	0	1.00522441459609	0	0.9989778194	0	0.88	0	1.00522441459609	0	0	ATXN2L	novel clonal in on	positive selection
Pt70_16_58577329_C_A	Pt70	0	1.01415466932242	0	0.998882344384	0	NA	0	1.01415466932242	0	1	CNOT1	novel clonal in on	positive selection
Pt70_18_47320803_A_C	Pt70	0	1.00995813966655	0	0.998918394646	0	1	0	1.00995813966655	0	0	ACAA2	novel clonal in on	positive selection
Pt70_19_17397495_G_T	Pt70	0	1.02416419609457	0	0.998586339614	0	NA	0	1.02416419609457	0	0	ANKLE1	novel clonal in on	positive selection
Pt70_19_37211204_T_G	Pt70	0	1.02989220995444	0	0.998373248743	0	0.58	0	1.02989220995444	0	1	ZNF567	novel clonal in on	positive selection
Pt70_19_51274851_A_C	Pt70	0	1.05425302054372	0	0.997216174633	0	0.33	0	1.05425302054372	0	1	GPR32	novel clonal in on	positive selection
Pt70_19_53952869_T_C	Pt70	0	1.01992080876642	0	0.998698889961	0	0.56	0	1.01992080876642	0	0	ZNF761	novel clonal in on	positive selection
Pt70_2_97869998_C_G	Pt70	0	1.02146799657836	0	0.998673336736	0	0.44	0	1.02146799657836	0	1	ANKRD36	novel clonal in on	positive selection
Pt70_2_204305768_A_G	Pt70	0	1.00618734432471	0	0.998941431662	0	1	0	1.00618734432471	0	0	RAPH1	novel clonal in on	positive selection
Pt70_22_30659983_C_T	Pt70	0	1.00672642845496	0	0.99895682641	0	NA	0	1.00672642845496	0	0	OSM	novel clonal in on	positive selection
Pt70_6_114181209_G_A	Pt70	0	1.02478145048156	0	0.998527386327	0	0.49	0	1.02478145048156	0	0	MARCKS	novel clonal in on	positive selection
Pt70_6_168430348_A_T	Pt70	0	1.03078042781693	0	0.998285496987	0	0.4	0	1.03078042781693	0	1	KIF25	novel clonal in on	positive selection
Pt70_7_76140372_A_G	Pt70	0	1.02762599433666	0	0.998551689245	0	0.42	0	1.02762599433666	0	0	UPK3B	novel clonal in on	positive selection
Pt70_7_76140374_G_A	Pt70	0	1.02259652538267	0	0.998700136796	0	0.6	0	1.02259652538267	0	0	UPK3B	novel clonal in on	positive selection
Pt70_9_140510657_C_A	Pt70	0	1.00993251264063	0	0.99892255794	0	NA	0	1.00993251264063	0	0	ARRDC1-AS1	novel clonal in on	positive selection
Pt70_X_9863472_C_G	Pt70	0	NA	0	NA	0	0.6	0	NA	0	0	SHROOM2	NA	NA
Pt71_1_17746_A_G	Pt71	1.085122568056	0	0.68524637401	0	NA	0	1.085122568056	0	0	0	0	lost clonal pre2on	negative selection
Pt71_1_86894108_T_G	Pt71	0.87541650785196	0	0.527966709217	0	1	0	0.87541650785196	0	0	0	0	lost subclonal pre2on	negative selection
Pt71_1_144619401_A_G	Pt71	0.53062379638114	0.544452578327316	0.378555689197	0.378126684333	0.8	1	0.53062379638114	0.544452578327316	0	0	NBPF8	subclonal both	no selection
Pt71_1_207787753_C_T	Pt71	0.26060139929576	0	0.159891380735	0	0.34	0	0.26060139929576	0	0	0	0	lost subclonal pre2on	negative selection
Pt71_1_212142055_A_G	Pt71	1.03865349870944	0	0.696833909025	0	1	0	1.03865349870944	0	0	0	0	lost clonal pre2on	negative selection
Pt71_11_1258226_C_T	Pt71	0.95496675722864	0	0.58036138045	0	1	0	0.95496675722864	0	0	0	0	lost clonal pre2on	negative selection
Pt71_11_13435092_T_G	Pt71	0.70175613908648	0	0.454643709028	0	0.89	0	0.70175613908648	0	1	0	0	lost subclonal pre2on	negative selection
Pt71_14_105173933_A_C	Pt71	1.05186726909596	0	0.741789297954	0	1	0	1.05186726909596	0	0	0	0	lost clonal pre2on	negative selection
Pt71_17_16068287_A_T	Pt71	1.03070809788012	0	0.670976988106	0	1	0	1.03070809788012	0	0	0	0	lost clonal pre2on	negative selection
Pt71_18_59942603_C_T	Pt71	0.89831202220876	0	0.586696418366	0	1	0	0.89831202220876	0	0	0	0	lost subclonal pre2on	negative selection
Pt71_19_46393971_T_G	Pt71	1.06204307234416	0	0.773234169298	0	1	0	1.06204307234416	0	0	0	0	lost clonal pre2on	negative selection
Pt71_20_32664877_C_T	Pt71	0.6684206691368	0	0.380518775134	0	0.68	0	0.6684206691368	0	0	0	0	lost subclonal pre2on	negative selection
Pt71_3_51863322_G_A	Pt71	1.04938230006212	1.06830697961607	0.93437930781	0.909601575341	NA	NA	1.04938230006212	1.06830697961607	0	0	IQCF3	clonal both	no selection
Pt71_5_145888700_A_T	Pt71	1.00492624567508	0	0.681979207265	0	1	0	1.00492624567508	0	0	0	0	lost clonal pre2on	negative selection
Pt71_7_107114757_T_G	Pt71	0.62074333455144	0	0.413445102733	0	0.82	0	0.62074333455144	0	0	0	0	lost subclonal pre2on	negative selection
Pt71_X_132092420_G_A	Pt71	NA	0	NA	0	0.36	0	NA	0	0	0	0	NA	NA
Pt71_X_135961281_T_C	Pt71	NA	0	NA	0	0.48	0	NA	0	0	0	0	NA	NA
Pt71_11_1258217_T_G	Pt71	0	1.03752682148164	0	0.669181959642	0	1	0	1.03752682148164	0	0	MUC5B	novel clonal in on	positive selection
Pt71_11_67763353_G_A	Pt71	0	0.8230773513702	0	0.43521774113	0	NA	0	0.8230773513702	0	0	UNC93B1	novel subclonal in on	positive selection
Pt71_14_50605490_G_T	Pt71	0	0.97125949061532	0	0.604769780569	0	1	0	0.97125949061532	0	0	SOS2	novel clonal in on	positive selection
Pt71_20_29624097_G_A	Pt71	0	0.346187683461512	0	0.196643106754	0	0.45	0	0.346187683461512	0	0	FRG1DP	novel subclonal in on	positive selection
Pt71_20_33345744_C_T	Pt71	0	0.333094048041168	0	0.203584991	0	0.54	0	0.333094048041168	0	0	NCOA6	novel subclonal in on	positive selection
Pt71_21_43984902_C_T	Pt71	0	0.44474936272788	0	0.247156156828	0	0.56	0	0.44474936272788	0	1	SLC37A1	novel subclonal in on	positive selection
Pt71_6_90577728_A_T	Pt71	0	0.61554467396508	0	0.365309839868	0	0.87	0	0.61554467396508	0	0	CASP8AP2	novel subclonal in on	positive selection
Pt71_9_43828112_A_G	Pt71	0	0.318203478248732	0	0.160418756527	0	NA	0	0.318203478248732	0	0	CNTNAP3B	novel subclonal in on	positive selection
Pt71_X_38145732_C_A	Pt71	0	NA	0	NA	0	NA	0	NA	0	0	RPGR	NA	NA
Pt71_X_38145735_T_C	Pt71	0	NA	0	NA	0	NA	0	NA	0	0	RPGR	NA	NA
Pt8_1_57333326_T_C	Pt8	0.982481157393584	1.0190195556731	0.923722663127	0.98125970428	1	1	0.982481157393584	1.0190195556731	0	0	C8A	clonal both	no selection
Pt8_1_65851449_C_T	Pt8	0.985872672150036	1.02663154770701	0.917100018045	0.979874646844	1	1	0.985872672150036	1.02663154770701	0	0	DNAJC6	clonal both	no selection
Pt8_1_89237384_C_T	Pt8	1.08128103956344	1.0685590856087	0.882491721641	0.962011749867	0.71	0.87	1.08128103956344	1.0685590856087	0	0	PKN2	clonal both	no selection
Pt8_1_150769369_C_T	Pt8	0.456417103292064	0.546845827479816	0.354949665541	0.434834805779	0.42	0.39	0.456417103292064	0.546845827479816	0	0	CTSK	subclonal both	no selection
Pt8_1_151787780_C_T	Pt8	0.98393996651156	1.02679252691338	0.919332713997	0.980047867719	1	1	0.98393996651156	1.02679252691338	1	1	RORC	clonal both	no selection
Pt8_1_154409907_G_T	Pt8	1.06508279138992	0	0.898103185103	0	0.79	0	1.06508279138992	0	0	0	0	lost clonal pre2on	negative selection
Pt8_1_168513188_G_A	Pt8	0.54832538631976	0.261719832719984	0.359878817795	0.168269096168	0.36	0.14	0.54832538631976	0.261719832719984	0	0	XCL2	subclonal both	no selection
Pt8_1_168545890_C_T	Pt8	0.66578084305176	0.669688669524764	0.399985374409	0.501437588994	0.5	0.54	0.66578084305176	0.669688669524764	0	0	XCL1	subclonal both	no selection
Pt8_1_201358344_G_A	Pt8	0.982014527979616	1.09887218820637	0.919934737598	0.932008875729	1	0.79	0.982014527979616	1.09887218820637	0	0	LAD1	clonal both	no selection
Pt8_1_217783685_G_A	Pt8	0.98280396916528	1.16269484644264	0.919931353926	0.861410334043	1	0.71	0.98280396916528	1.16269484644264	1	1	GPATCH2	clonal both	no selection
Pt8_1_223567576_C_T	Pt8	0.984532382371076	1.02252422712188	0.923840482859	0.980799556692	1	1	0.984532382371076	1.02252422712188	0	0	CCDC185	clonal both	no selection
Pt8_1_230907783_C_T	Pt8	0.982811646662648	1.1034227094513	0.921775219094	0.929793744089	1	0.8	0.982811646662648	1.1034227094513	0	0	CAPN9	clonal both	no selection
Pt8_1_248512712_C_T	Pt8	0.983261732912032	1.00908286487977	0.918580885537	0.983612757988	1	1	0.983261732912032	1.00908286487977	0	0	OR14C36	clonal both	no selection
Pt8_10_25755626_G_A	Pt8	1.23364345656852	1.20729781295572	0.78577189916	0.938744274696	0.63	1	1.23364345656852	1.20729781295572	1	1	GPR158	clonal both	no selection
Pt8_10_34420423_G_A	Pt8	0.981656202409248	1.04216091834725	0.916401753636	0.973943575069	1	1	0.981656202409248	1.04216091834725	1	1	PARD3	clonal both	no selection
Pt8_10_112544557_C_T	Pt8	1.03775303290258	1.01925809235689	0.893964959421	0.981343248946	0.79	0.97	1.03775303290258	1.01925809235689	0	0	RBM20	clonal both	no selection
Pt8_11_224096_G_A	Pt8	0.982708000753188	1.04018012716541	0.923437881503	0.975722227545	1	0.97	0.982708000753188	1.04018012716541	0	0	SIRT3	clonal both	no selection
Pt8_11_1258199_C_T	Pt8	0.999266609973748	0	0.914830387985	0	1	0	0.999266609973748	0	0	0	0	lost clonal pre2on	negative selection
Pt8_11_30033031_A_G	Pt8	1.01055899456909	1.02850921808662	0.903955222136	0.979607637861	0.82	1	1.01055899456909	1.02850921808662	1	1	KCNA4	clonal both	no selection
Pt8_11_60161331_A_T	Pt8	1.08637699761796	1.01660080978134	0.888573756407	0.982339139362	0.77	1	1.08637699761796	1.01660080978134	0	0	MS4A7	clonal both	no selection
Pt8_11_65838061_A_C	Pt8	0.448424197454208	0	0.324163110142	0	0.24	0	0.448424197454208	0	0	0	0	lost subclonal pre2on	negative selection
